"sequence","field","location","sub","session","metabolite","CRLB","tCr","tissue"
"steam",7,"ul","sub-03",2,"Cr",7,0.476064909,4.595832857
"steam",7,"ul","sub-03",2,"PCr",6,0.523935091,5.057961768
"steam",7,"ul","sub-03",2,"GABA",999,0,0
"steam",7,"ul","sub-03",2,"Glc",53,0.087018256,0.825582873
"steam",7,"ul","sub-03",2,"Gly",999,0,0
"steam",7,"ul","sub-03",2,"Gln",11,0.22535497,2.171764635
"steam",7,"ul","sub-03",2,"Glu",3,0.838843813,8.055203373
"steam",7,"ul","sub-03",2,"GSH",20,0.076470588,0.751044807
"steam",7,"ul","sub-03",2,"Ins",3,0.850608519,8.070120698
"steam",7,"ul","sub-03",2,"Lac",8,0.198681542,1.849898246
"steam",7,"ul","sub-03",2,"NAA",2,1.263793103,11.93566945
"steam",7,"ul","sub-03",2,"NAAG",9,0.182150101,1.702137014
"steam",7,"ul","sub-03",2,"PE",63,0.063793103,0.592496385
"steam",7,"ul","sub-03",2,"sIns",35,0.019878296,0.188594689
"steam",7,"ul","sub-03",2,"Tau",12,0.22525355,2.217680908
"steam",7,"ul","sub-03",2,"Cr_PCr",2,1,9.487467519
"steam",7,"ul","sub-03",2,"NAA_NAAG",1,1.445943205,13.71833919
"steam",7,"ul","sub-03",2,"Glu_Gln",3,1.064097363,10.09558917
"steam",7,"ul","sub-03",2,"PCho_GPC",5,0.189959432,1.802233942
"steam",7,"ll","sub-03",2,"MacY",2,0.0129,0.111788141
"steam",7,"ll","sub-03",2,"Ala",999,0,0
"steam",7,"ll","sub-03",2,"Asc",13,0.331746032,2.869228947
"steam",7,"ll","sub-03",2,"Asp",999,0,0
"steam",7,"ll","sub-03",2,"PCho",16,0.071315193,0.61679597
"steam",7,"ll","sub-03",2,"GPC",7,0.163605442,1.398341541
"steam",7,"ll","sub-03",2,"Cr",6,0.560770975,4.935720517
"steam",7,"ll","sub-03",2,"PCr",8,0.439229025,3.865948501
"steam",7,"ll","sub-03",2,"GABA",74,0.03537415,0.314272092
"steam",7,"ll","sub-03",2,"Glc",33,0.148866213,1.287524815
"steam",7,"ll","sub-03",2,"Gly",999,0,0
"steam",7,"ll","sub-03",2,"Gln",14,0.221995465,1.950469357
"steam",7,"ll","sub-03",2,"Glu",3,0.979705215,8.577047547
"steam",7,"ll","sub-03",2,"GSH",27,0.062131519,0.556209236
"steam",7,"ll","sub-03",2,"Ins",3,0.953401361,8.24584628
"steam",7,"ll","sub-03",2,"Lac",999,0,0
"steam",7,"ll","sub-03",2,"NAA",2,1.234240363,10.62794675
"steam",7,"ll","sub-03",2,"NAAG",7,0.283446712,2.414290962
"steam",7,"ll","sub-03",2,"PE",999,0,0
"steam",7,"ll","sub-03",2,"sIns",32,0.028344671,0.245149432
"steam",7,"ll","sub-03",2,"Tau",11,0.279251701,2.507231844
"steam",7,"ll","sub-03",2,"Cr_PCr",2,1,8.648871946
"steam",7,"ll","sub-03",2,"NAA_NAAG",2,1.517687075,13.12628116
"steam",7,"ll","sub-03",2,"Glu_Gln",4,1.20170068,10.3933553
"steam",7,"ll","sub-03",2,"PCho_GPC",3,0.234920635,2.031798489
"steam",7,"ul","sub-04",1,"MacY",3,0.009088303,0.091978414
"steam",7,"ul","sub-04",1,"Ala",14,0.142201835,1.439157515
"steam",7,"ul","sub-04",1,"Asc",16,0.268061927,2.712927977
"steam",7,"ul","sub-04",1,"Asp",999,0,0
"steam",7,"ul","sub-04",1,"PCho",37,0.047496177,0.480686347
"steam",7,"ul","sub-04",1,"GPC",8,0.178230122,1.782599157
"steam",7,"ul","sub-04",1,"Cr",8,0.519495413,5.349880174
"steam",7,"ul","sub-04",1,"PCr",8,0.480504587,4.948343914
"steam",7,"ul","sub-04",1,"GABA",999,0,0
"steam",7,"ul","sub-04",1,"Glc",999,0,0
"steam",7,"ul","sub-04",1,"Gly",999,0,0
"steam",7,"ul","sub-04",1,"Gln",26,0.111238532,1.143567136
"steam",7,"ul","sub-04",1,"Glu",4,0.812786697,8.325921488
"steam",7,"ul","sub-04",1,"GSH",21,0.079224006,0.829985116
"steam",7,"ul","sub-04",1,"Ins",3,0.800649847,8.102998428
"steam",7,"ul","sub-04",1,"Lac",7,0.286792813,2.848468437
"steam",7,"ul","sub-04",1,"NAA",2,1.315844801,13.25690372
"steam",7,"ul","sub-04",1,"NAAG",12,0.158448012,1.57940549
"steam",7,"ul","sub-04",1,"PE",38,0.119552752,1.184453605
"steam",7,"ul","sub-04",1,"sIns",19,0.045584862,0.461342832
"steam",7,"ul","sub-04",1,"Tau",11,0.226777523,2.38183901
"steam",7,"ul","sub-04",1,"Cr_PCr",2,1,10.12052704
"steam",7,"ul","sub-04",1,"NAA_NAAG",2,1.474292813,14.92062028
"steam",7,"ul","sub-04",1,"Glu_Gln",4,0.924025229,9.35162232
"steam",7,"ul","sub-04",1,"PCho_GPC",5,0.2257263,2.28446912
"steam",7,"ll","sub-04",1,"MacY",2,0.007640779,0.0726097
"steam",7,"ll","sub-04",1,"Ala",23,0.05589282,0.531144928
"steam",7,"ll","sub-04",1,"Asc",9,0.324366757,3.08243096
"steam",7,"ll","sub-04",1,"Asp",118,0.031086456,0.295412067
"steam",7,"ll","sub-04",1,"PCho",44,0.027737073,0.263583157
"steam",7,"ll","sub-04",1,"GPC",5,0.221477915,2.079822682
"steam",7,"ll","sub-04",1,"Cr",5,0.560079548,5.41715766
"steam",7,"ll","sub-04",1,"PCr",7,0.439920452,4.254964239
"steam",7,"ll","sub-04",1,"GABA",27,0.062800921,0.612989753
"steam",7,"ll","sub-04",1,"Glc",191,0.016642244,0.158149894
"steam",7,"ll","sub-04",1,"Gly",999,0,0
"steam",7,"ll","sub-04",1,"Gln",11,0.195310865,1.885646191
"steam",7,"ll","sub-04",1,"Glu",2,0.918777475,8.838713166
"steam",7,"ll","sub-04",1,"GSH",13,0.098178773,0.965573488
"steam",7,"ll","sub-04",1,"Ins",2,0.848754448,8.065644612
"steam",7,"ll","sub-04",1,"Lac",11,0.115344358,1.075705512
"steam",7,"ll","sub-04",1,"NAA",2,1.140569395,10.79294991
"steam",7,"ll","sub-04",1,"NAAG",5,0.293698974,2.748275934
"steam",7,"ll","sub-04",1,"PE",51,0.062486916,0.581223134
"steam",7,"ll","sub-04",1,"sIns",12,0.050554741,0.480417604
"steam",7,"ll","sub-04",1,"Tau",8,0.251308353,2.480096363
"steam",7,"ll","sub-04",1,"Cr_PCr",2,1,9.502918809
"steam",7,"ll","sub-04",1,"NAA_NAAG",1,1.434268369,13.62973586
"steam",7,"ll","sub-04",1,"Glu_Gln",3,1.11408834,10.58709104
"steam",7,"ll","sub-04",1,"PCho_GPC",3,0.24911032,2.367275148
"steam",7,"ul","sub-04",2,"MacY",5,0.008265178,0.081266778
"steam",7,"ul","sub-04",2,"Ala",10,0.332723949,3.271484517
"steam",7,"ul","sub-04",2,"Asc",40,0.169922063,1.670746575
"steam",7,"ul","sub-04",2,"Asp",999,0,0
"steam",7,"ul","sub-04",2,"PCho",213,0.014336573,0.140963329
"steam",7,"ul","sub-04",2,"GPC",17,0.153083806,1.487474357
"steam",7,"ul","sub-04",2,"Cr",13,0.47714808,4.774279981
"steam",7,"ul","sub-04",2,"PCr",12,0.52285192,5.231586492
"steam",7,"ul","sub-04",2,"GABA",999,0,0
"steam",7,"ul","sub-04",2,"Glc",999,0,0
"steam",7,"ul","sub-04",2,"Gly",999,0,0
"steam",7,"ul","sub-04",2,"Gln",30,0.156355239,1.561711042
"steam",7,"ul","sub-04",2,"Glu",6,0.889733474,8.855152189
"steam",7,"ul","sub-04",2,"GSH",46,0.051765611,0.526841426
"steam",7,"ul","sub-04",2,"Ins",6,0.822091793,8.083158969
"steam",7,"ul","sub-04",2,"Lac",12,0.297123064,2.867062692
"steam",7,"ul","sub-04",2,"NAA",3,1.284807082,12.57693532
"steam",7,"ul","sub-04",2,"NAAG",17,0.158856923,1.538285781
"steam",7,"ul","sub-04",2,"PE",33,0.230443568,2.218000042
"steam",7,"ul","sub-04",2,"sIns",34,0.042432406,0.417213613
"steam",7,"ul","sub-04",2,"Tau",17,0.252862504,2.580784613
"steam",7,"ul","sub-04",2,"Cr_PCr",3,1,9.832428741
"steam",7,"ul","sub-04",2,"NAA_NAAG",3,1.443664005,14.19472345
"steam",7,"ul","sub-04",2,"Glu_Gln",6,1.046184932,10.2865388
"steam",7,"ul","sub-04",2,"PCho_GPC",10,0.167516598,1.64709501
"steam",7,"ll","sub-04",2,"MacY",25,0.002773246,0.025179594
"steam",7,"ll","sub-04",2,"Ala",999,0,0
"steam",7,"ll","sub-04",2,"Asc",234,0.052528548,0.476931127
"steam",7,"ll","sub-04",2,"Asp",56,0.264056552,2.39749229
"steam",7,"ll","sub-04",2,"PCho",999,0,0
"steam",7,"ll","sub-04",2,"GPC",8,0.257313757,2.308708332
"steam",7,"ll","sub-04",2,"Cr",6,1,9.240621397
"steam",7,"ll","sub-04",2,"PCr",999,0,0
"steam",7,"ll","sub-04",2,"GABA",14,0.52343665,4.881651203
"steam",7,"ll","sub-04",2,"Glc",84,0.139532355,1.266879163
"steam",7,"ll","sub-04",2,"Gly",999,0,0
"steam",7,"ll","sub-04",2,"Gln",12,0.799891245,7.378216461
"steam",7,"ll","sub-04",2,"Glu",6,1.496139206,13.7511286
"steam",7,"ll","sub-04",2,"GSH",90,0.060141381,0.565154257
"steam",7,"ll","sub-04",2,"Ins",9,0.982816748,8.923450505
"steam",7,"ll","sub-04",2,"Lac",999,0,0
"steam",7,"ll","sub-04",2,"NAA",12,0.754649266,6.822415243
"steam",7,"ll","sub-04",2,"NAAG",7,0.90353453,8.078472621
"steam",7,"ll","sub-04",2,"PE",999,0,0
"steam",7,"ll","sub-04",2,"sIns",329,0.008885264,0.080673443
"steam",7,"ll","sub-04",2,"Tau",70,0.127786841,1.204715365
"steam",7,"ll","sub-04",2,"Cr_PCr",6,1,9.079465242
"steam",7,"ll","sub-04",2,"NAA_NAAG",4,1.658075041,15.0544347
"steam",7,"ll","sub-04",2,"Glu_Gln",5,2.296030451,10.84672868
"steam",7,"ll","sub-04",2,"PCho_GPC",8,0.257313757,2.336271317
"steam",7,"ul","sub-05",1,"MacY",3,0.00619,0.068447602
"steam",7,"ul","sub-05",1,"Ala",340,0.004691573,0.051839699
"steam",7,"ul","sub-05",1,"Asc",18,0.184969592,2.043828118
"steam",7,"ul","sub-05",1,"Asp",681,0.006342311,0.070079593
"steam",7,"ul","sub-05",1,"PCho",26,0.042224153,0.466557288
"steam",7,"ul","sub-05",1,"GPC",9,0.121112076,1.322433433
"steam",7,"ul","sub-05",1,"Cr",6,0.548045178,6.163298326
"steam",7,"ul","sub-05",1,"PCr",7,0.451954822,5.082669292
"steam",7,"ul","sub-05",1,"GABA",32,0.06516073,0.739547807
"steam",7,"ul","sub-05",1,"Glc",484,0.008774978,0.096959436
"steam",7,"ul","sub-05",1,"Gly",999,0,0
"steam",7,"ul","sub-05",1,"Gln",15,0.16967854,1.904756281
"steam",7,"ul","sub-05",1,"Glu",3,0.860816681,9.628720118
"steam",7,"ul","sub-05",1,"GSH",16,0.08575152,0.980636196
"steam",7,"ul","sub-05",1,"Ins",3,0.784622068,8.669709597
"steam",7,"ul","sub-05",1,"Lac",7,0.219200695,2.376982455
"steam",7,"ul","sub-05",1,"NAA",2,1.153779322,12.69444818
"steam",7,"ul","sub-05",1,"NAAG",6,0.232667246,2.531581285
"steam",7,"ul","sub-05",1,"PE",30,0.109991312,1.1896134
"steam",7,"ul","sub-05",1,"sIns",41,0.017028671,0.188158906
"steam",7,"ul","sub-05",1,"Tau",13,0.192701998,2.211065012
"steam",7,"ul","sub-05",1,"Cr_PCr",2,1,11.04953576
"steam",7,"ul","sub-05",1,"NAA_NAAG",1,1.386446568,15.31959094
"steam",7,"ul","sub-05",1,"Glu_Gln",3,1.030495222,11.3864938
"steam",7,"ul","sub-05",1,"PCho_GPC",4,0.163336229,1.804789508
"steam",7,"ll","sub-05",1,"MacY",2,0.007,0.06716766
"steam",7,"ll","sub-05",1,"Ala",999,0,0
"steam",7,"ll","sub-05",1,"Asc",10,0.285214785,2.735573028
"steam",7,"ll","sub-05",1,"Asp",22,0.162937063,1.562773944
"steam",7,"ll","sub-05",1,"PCho",32,0.03006993,0.288408925
"steam",7,"ll","sub-05",1,"GPC",5,0.16033966,1.518570375
"steam",7,"ll","sub-05",1,"Cr",6,0.486513487,4.761115461
"steam",7,"ll","sub-05",1,"PCr",6,0.513486513,5.025078741
"steam",7,"ll","sub-05",1,"GABA",15,0.116783217,1.148996285
"steam",7,"ll","sub-05",1,"Glc",999,0,0
"steam",7,"ll","sub-05",1,"Gly",999,0,0
"steam",7,"ll","sub-05",1,"Gln",7,0.281718282,2.749917897
"steam",7,"ll","sub-05",1,"Glu",2,0.859440559,8.358357336
"steam",7,"ll","sub-05",1,"GSH",11,0.109090909,1.080177318
"steam",7,"ll","sub-05",1,"Ins",2,0.846553447,8.119525689
"steam",7,"ll","sub-05",1,"Lac",11,0.10969031,1.032486919
"steam",7,"ll","sub-05",1,"NAA",2,0.995104895,9.532221243
"steam",7,"ll","sub-05",1,"NAAG",5,0.25974026,2.446802474
"steam",7,"ll","sub-05",1,"PE",55,0.051148851,0.479499093
"steam",7,"ll","sub-05",1,"sIns",22,0.027272727,0.261580188
"steam",7,"ll","sub-05",1,"Tau",7,0.220679321,2.212928088
"steam",7,"ll","sub-05",1,"Cr_PCr",2,1,9.59127356
"steam",7,"ll","sub-05",1,"NAA_NAAG",1,1.254945055,12.03652132
"steam",7,"ll","sub-05",1,"Glu_Gln",2,1.141158841,10.94516662
"steam",7,"ll","sub-05",1,"PCho_GPC",3,0.19040959,1.82627047
"steam",7,"ul","sub-05",2,"MacY",3,0.00704,0.076749997
"steam",7,"ul","sub-05",2,"Ala",14,0.11704079,1.275992507
"steam",7,"ul","sub-05",2,"Asc",16,0.206480915,2.251079319
"steam",7,"ul","sub-05",2,"Asp",999,0,0
"steam",7,"ul","sub-05",2,"PCho",31,0.03878068,0.422791547
"steam",7,"ul","sub-05",2,"GPC",10,0.114682505,1.235511855
"steam",7,"ul","sub-05",2,"Cr",6,0.57035549,6.328798226
"steam",7,"ul","sub-05",2,"PCr",7,0.42964451,4.767436214
"steam",7,"ul","sub-05",2,"GABA",999,0,0
"steam",7,"ul","sub-05",2,"Glc",999,0,0
"steam",7,"ul","sub-05",2,"Gly",999,0,0
"steam",7,"ul","sub-05",2,"Gln",20,0.119573762,1.324413385
"steam",7,"ul","sub-05",2,"Glu",3,0.763036073,8.421270806
"steam",7,"ul","sub-05",2,"GSH",19,0.066031968,0.745033556
"steam",7,"ul","sub-05",2,"Ins",3,0.796314089,8.681510217
"steam",7,"ul","sub-05",2,"Lac",7,0.220543279,2.359634438
"steam",7,"ul","sub-05",2,"NAA",2,1.11389641,12.09252836
"steam",7,"ul","sub-05",2,"NAAG",8,0.180801817,1.940950938
"steam",7,"ul","sub-05",2,"PE",27,0.112673596,1.202346975
"steam",7,"ul","sub-05",2,"sIns",33,0.021835968,0.238058304
"steam",7,"ul","sub-05",2,"Tau",9,0.210062014,2.3782802
"steam",7,"ul","sub-05",2,"Cr_PCr",2,1,10.90211807
"steam",7,"ul","sub-05",2,"NAA_NAAG",1,1.294698227,14.11495294
"steam",7,"ul","sub-05",2,"Glu_Gln",4,0.882609835,9.622316633
"steam",7,"ul","sub-05",2,"PCho_GPC",4,0.153463185,1.673073758
"steam",7,"ll","sub-05",2,"MacY",2,0.00755,0.076327272
"steam",7,"ll","sub-05",2,"Ala",999,0,0
"steam",7,"ll","sub-05",2,"Asc",13,0.280216969,2.831762478
"steam",7,"ll","sub-05",2,"Asp",47,0.089448368,0.903930024
"steam",7,"ll","sub-05",2,"PCho",376,0.003950466,0.039921852
"steam",7,"ll","sub-05",2,"GPC",8,0.165387371,1.65019256
"steam",7,"ll","sub-05",2,"Cr",11,0.412240303,4.252120346
"steam",7,"ll","sub-05",2,"PCr",8,0.587759697,6.062543978
"steam",7,"ll","sub-05",2,"GABA",18,0.112680381,1.167850934
"steam",7,"ll","sub-05",2,"Glc",999,0,0
"steam",7,"ll","sub-05",2,"Gly",999,0,0
"steam",7,"ll","sub-05",2,"Gln",11,0.213079521,2.192006343
"steam",7,"ll","sub-05",2,"Glu",3,0.869307133,8.909787371
"steam",7,"ll","sub-05",2,"GSH",13,0.115341316,1.202851426
"steam",7,"ll","sub-05",2,"Ins",3,0.854057927,8.630773513
"steam",7,"ll","sub-05",2,"Lac",11,0.123733497,1.227127524
"steam",7,"ll","sub-05",2,"NAA",2,1.040732781,10.50839044
"steam",7,"ll","sub-05",2,"NAAG",7,0.242247467,2.403440817
"steam",7,"ll","sub-05",2,"PE",35,0.111452257,1.10061036
"steam",7,"ll","sub-05",2,"sIns",45,0.015556238,0.157205222
"steam",7,"ll","sub-05",2,"Tau",10,0.190973288,2.019656998
"steam",7,"ll","sub-05",2,"Cr_PCr",2,1,10.10560671
"steam",7,"ll","sub-05",2,"NAA_NAAG",2,1.282980248,12.9652938
"steam",7,"ll","sub-05",2,"Glu_Gln",3,1.082386654,10.93817384
"steam",7,"ll","sub-05",2,"PCho_GPC",5,0.169378774,1.711675274
"slaser",7,"ul","sub-01",1,"Mac",2,0.000131246,0.001308369
"slaser",7,"ul","sub-01",1,"Ala",20,0.076791392,0.76551765
"slaser",7,"ul","sub-01",1,"Asp",999,0,0
"slaser",7,"ul","sub-01",1,"Asc",17,0.133692019,1.332748349
"slaser",7,"ul","sub-01",1,"Cr",4,0.523681422,5.453865621
"slaser",7,"ul","sub-01",1,"GABA",62,0.039700008,0.434324868
"slaser",7,"ul","sub-01",1,"Glc",999,0,0
"slaser",7,"ul","sub-01",1,"Gln",8,0.269585066,2.803317159
"slaser",7,"ul","sub-01",1,"Glu",2,0.889378006,9.146682432
"slaser",7,"ul","sub-01",1,"GPC",5,0.206733513,1.989726403
"slaser",7,"ul","sub-01",1,"GSH",9,0.126436782,1.423815479
"slaser",7,"ul","sub-01",1,"Ins",2,0.757071819,7.547093855
"slaser",7,"ul","sub-01",1,"sIns",21,0.020868998,0.208038767
"slaser",7,"ul","sub-01",1,"Lac",7,0.205266161,1.925041462
"slaser",7,"ul","sub-01",1,"PCr",5,0.476318578,4.960606604
"slaser",7,"ul","sub-01",1,"PCho",26,0.039536969,0.394135945
"slaser",7,"ul","sub-01",1,"PE",13,0.270237222,2.529023871
"slaser",7,"ul","sub-01",1,"NAA",1,1.557919622,15.06497556
"slaser",7,"ul","sub-01",1,"NAAG",4,0.331621423,3.177649904
"slaser",7,"ul","sub-01",1,"Tau",8,0.197684846,2.133647214
"slaser",7,"ul","sub-01",1,"Cr_PCr",1,1,9.968795124
"slaser",7,"ul","sub-01",1,"NAA_NAAG",1,1.889541045,18.83644756
"slaser",7,"ul","sub-01",1,"Glu_Gln",2,1.158881552,11.55265277
"slaser",7,"ul","sub-01",1,"PCho_GPC",2,0.246270482,2.383862348
"slaser",7,"ll","sub-01",1,"Mac",2,0.000130808,0.001317837
"slaser",7,"ll","sub-01",1,"Ala",14,0.102961239,1.03729109
"slaser",7,"ll","sub-01",1,"Asp",194,0.020303346,0.204547658
"slaser",7,"ll","sub-01",1,"Asc",13,0.187224139,1.886204298
"slaser",7,"ll","sub-01",1,"Cr",4,0.528047508,5.566244708
"slaser",7,"ll","sub-01",1,"GABA",23,0.108819517,1.20219897
"slaser",7,"ll","sub-01",1,"Glc",999,0,0
"slaser",7,"ll","sub-01",1,"Gln",8,0.289944627,3.050286148
"slaser",7,"ll","sub-01",1,"Glu",2,0.939250461,9.771917841
"slaser",7,"ll","sub-01",1,"GPC",4,0.207527486,2.017665409
"slaser",7,"ll","sub-01",1,"GSH",10,0.108097263,1.228432398
"slaser",7,"ll","sub-01",1,"Ins",2,0.760613113,7.66285655
"slaser",7,"ll","sub-01",1,"sIns",23,0.018778589,0.189186372
"slaser",7,"ll","sub-01",1,"Lac",11,0.129925367,1.231404955
"slaser",7,"ll","sub-01",1,"PCr",5,0.471952492,4.97493695
"slaser",7,"ll","sub-01",1,"PCho",48,0.019741594,0.198888237
"slaser",7,"ll","sub-01",1,"PE",11,0.302624187,2.859737102
"slaser",7,"ll","sub-01",1,"NAA",1,1.438969585,14.08847155
"slaser",7,"ll","sub-01",1,"NAAG",4,0.284728352,2.753154531
"slaser",7,"ll","sub-01",1,"Tau",6,0.225102319,2.465960858
"slaser",7,"ll","sub-01",1,"Cr_PCr",1,1,10.07457855
"slaser",7,"ll","sub-01",1,"NAA_NAAG",1,1.723617687,17.36472178
"slaser",7,"ll","sub-01",1,"Glu_Gln",2,1.229195089,12.38362247
"slaser",7,"ll","sub-01",1,"PCho_GPC",3,0.22726908,2.216553646
"slaser",7,"ul","sub-01",2,"Mac",2,0.000130102,0.001291589
"slaser",7,"ul","sub-01",2,"Ala",999,0.000547243,0.005432746
"slaser",7,"ul","sub-01",2,"Asp",367,0.010733453,0.106556079
"slaser",7,"ul","sub-01",2,"Asc",12,0.193527403,1.921238386
"slaser",7,"ul","sub-01",2,"Cr",4,0.547975281,5.684151745
"slaser",7,"ul","sub-01",2,"GABA",20,0.121401854,1.322544347
"slaser",7,"ul","sub-01",2,"Glc",999,0,0
"slaser",7,"ul","sub-01",2,"Gln",9,0.241990568,2.506227102
"slaser",7,"ul","sub-01",2,"Glu",2,0.876646609,8.979338708
"slaser",7,"ul","sub-01",2,"GPC",3,0.217921613,2.088616353
"slaser",7,"ul","sub-01",2,"GSH",10,0.116035128,1.301072144
"slaser",7,"ul","sub-01",2,"Ins",2,0.784517808,7.788280652
"slaser",7,"ul","sub-01",2,"sIns",40,0.010326882,0.102519863
"slaser",7,"ul","sub-01",2,"Lac",11,0.127581721,1.591536358
"slaser",7,"ul","sub-01",2,"PCr",5,0.452024719,4.688855846
"slaser",7,"ul","sub-01",2,"PCho",16,0.045047975,0.447212633
"slaser",7,"ul","sub-01",2,"PE",26,0.131891364,1.229084632
"slaser",7,"ul","sub-01",2,"NAA",1,1.547731338,14.90737579
"slaser",7,"ul","sub-01",2,"NAAG",3,0.343633111,3.278597769
"slaser",7,"ul","sub-01",2,"Tau",7,0.207106847,2.227117167
"slaser",7,"ul","sub-01",2,"Cr_PCr",1,1,9.927474653
"slaser",7,"ul","sub-01",2,"NAA_NAAG",1,1.89136445,18.77647263
"slaser",7,"ul","sub-01",2,"Glu_Gln",3,1.118555863,11.10443498
"slaser",7,"ul","sub-01",2,"PCho_GPC",3,0.262969588,2.535828986
"slaser",7,"ll","sub-01",2,"Mac",2,0.00013,0.001396098
"slaser",7,"ll","sub-01",2,"Ala",49,0.02756001,0.295695257
"slaser",7,"ll","sub-01",2,"Asp",753,0.004962418,0.053242489
"slaser",7,"ll","sub-01",2,"Asc",10,0.229936151,2.467017617
"slaser",7,"ll","sub-01",2,"Cr",4,0.56857674,6.379014675
"slaser",7,"ll","sub-01",2,"GABA",24,0.099652469,1.172819578
"slaser",7,"ll","sub-01",2,"Glc",999,0,0
"slaser",7,"ll","sub-01",2,"Gln",7,0.301624505,3.377900094
"slaser",7,"ll","sub-01",2,"Glu",2,0.975753657,10.8069764
"slaser",7,"ll","sub-01",2,"GPC",5,0.198254263,2.053105058
"slaser",7,"ll","sub-01",2,"GSH",11,0.100137396,1.212618964
"slaser",7,"ll","sub-01",2,"Ins",2,0.773296694,8.296810038
"slaser",7,"ll","sub-01",2,"sIns",21,0.019962822,0.214183955
"slaser",7,"ll","sub-01",2,"Lac",87,0.015436838,0.155812898
"slaser",7,"ll","sub-01",2,"PCr",5,0.43142326,4.840253069
"slaser",7,"ll","sub-01",2,"PCho",42,0.02545866,0.273149578
"slaser",7,"ll","sub-01",2,"PE",13,0.254182494,2.558904646
"slaser",7,"ll","sub-01",2,"NAA",1,1.391497616,14.49828188
"slaser",7,"ll","sub-01",2,"NAAG",4,0.299684798,3.087907887
"slaser",7,"ll","sub-01",2,"Tau",7,0.208114443,2.42391308
"slaser",7,"ll","sub-01",2,"Cr_PCr",1,1,10.72914199
"slaser",7,"ll","sub-01",2,"NAA_NAAG",1,1.691182413,18.14493625
"slaser",7,"ll","sub-01",2,"Glu_Gln",2,1.277378162,13.70517168
"slaser",7,"ll","sub-01",2,"PCho_GPC",2,0.223712923,2.326254636
"slaser",7,"ul","sub-02",1,"Mac",2,0.000129,0.001205319
"slaser",7,"ul","sub-02",1,"Ala",999,0,0
"slaser",7,"ul","sub-02",1,"Asp",999,0.001150013,0.01077603
"slaser",7,"ul","sub-02",1,"Asc",15,0.167561121,1.570107444
"slaser",7,"ul","sub-02",1,"Cr",4,0.444330863,4.3540972
"slaser",7,"ul","sub-02",1,"GABA",21,0.126416219,1.299327602
"slaser",7,"ul","sub-02",1,"Glc",999,0,0
"slaser",7,"ul","sub-02",1,"Gln",9,0.261521424,2.558018414
"slaser",7,"ul","sub-02",1,"Glu",3,0.904165602,8.746347073
"slaser",7,"ul","sub-02",1,"GPC",7,0.195587358,1.768927626
"slaser",7,"ul","sub-02",1,"GSH",9,0.127864384,1.352180062
"slaser",7,"ul","sub-02",1,"Ins",2,0.774086379,7.253465351
"slaser",7,"ul","sub-02",1,"sIns",16,0.027941051,0.261817611
"slaser",7,"ul","sub-02",1,"Lac",18,0.283652781,0.737422794
"slaser",7,"ul","sub-02",1,"PCr",5,0.555669137,5.445125773
"slaser",7,"ul","sub-02",1,"PCho",101,0.012522361,0.11733899
"slaser",7,"ul","sub-02",1,"PE",13,0.274128972,2.410096593
"slaser",7,"ul","sub-02",1,"NAA",1,1.555924695,14.15980009
"slaser",7,"ul","sub-02",1,"NAAG",3,0.319959111,2.879054481
"slaser",7,"ul","sub-02",1,"Tau",9,0.171820428,1.748160086
"slaser",7,"ul","sub-02",1,"Cr_PCr",2,1,9.370356526
"slaser",7,"ul","sub-02",1,"NAA_NAAG",1,1.875883806,17.57770007
"slaser",7,"ul","sub-02",1,"Glu_Gln",3,1.165687026,10.92290303
"slaser",7,"ul","sub-02",1,"PCho_GPC",2,0.208109719,1.886266616
"slaser",7,"ll","sub-02",1,"Mac",2,0.000129,0.001290658
"slaser",7,"ll","sub-02",1,"Ala",14,0.095347313,0.950838948
"slaser",7,"ll","sub-02",1,"Asp",79,0.044724771,0.446012084
"slaser",7,"ll","sub-02",1,"Asc",10,0.22051114,2.199019286
"slaser",7,"ll","sub-02",1,"Cr",3,0.535058978,5.576218323
"slaser",7,"ll","sub-02",1,"GABA",31,0.072493447,0.79324379
"slaser",7,"ll","sub-02",1,"Glc",999,0,0
"slaser",7,"ll","sub-02",1,"Gln",9,0.242136304,2.519374778
"slaser",7,"ll","sub-02",1,"Glu",2,0.865498034,8.906225202
"slaser",7,"ll","sub-02",1,"GPC",5,0.190366972,1.832688593
"slaser",7,"ll","sub-02",1,"GSH",10,0.101490826,1.142960085
"slaser",7,"ll","sub-02",1,"Ins",2,0.811025557,8.087849164
"slaser",7,"ll","sub-02",1,"sIns",15,0.024983617,0.249145944
"slaser",7,"ll","sub-02",1,"Lac",13,0.100671691,0.944465117
"slaser",7,"ll","sub-02",1,"PCr",4,0.464941022,4.84547079
"slaser",7,"ll","sub-02",1,"PCho",44,0.023918742,0.238526609
"slaser",7,"ll","sub-02",1,"PE",12,0.245576671,2.298646802
"slaser",7,"ll","sub-02",1,"NAA",1,1.389171035,13.44342759
"slaser",7,"ll","sub-02",1,"NAAG",4,0.269249672,2.580112496
"slaser",7,"ll","sub-02",1,"Tau",6,0.209452818,2.263620919
"slaser",7,"ll","sub-02",1,"Cr_PCr",1,1,9.971555878
"slaser",7,"ll","sub-02",1,"NAA_NAAG",1,1.658338794,16.5375726
"slaser",7,"ll","sub-02",1,"Glu_Gln",2,1.107634338,11.04574249
